start X,start Y,start Z,end X,end Y,end Z,diameter
50,5,0,50,5,5,0.00780341
50,5,5,4,5,5,0.00780341
50,5,0,50,6,0,0.0123383
50,10,2,50,10,0,0.0123383
50,10,0,50,6,0,0.0123383
3,3,4,3,3,7,0.00675795
3,3,7,2,3,7,0.00675795
3,3.5,4,3,3.5,0,0.00729942
3,3.5,0,6,3.5,0,0.00729942
3,3,4,3,3.5,4,0.0158488
3,3.5,4,3,4,4,0.0158488
3,5,2,3,5,4,0.0158488
3,5,4,3,4,4,0.0158488
5,5,2,5,5,0,0.00872448
5,5,0,5,6,0,0.00872448
